,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
242,Side Street Pub & Grill,https://www.doordash.com/store/100109/?pickup=false,1.3,4.4,1500,Calgary,$$,European,Italian
243,Subway,https://www.doordash.com/store/474676/?pickup=false,0.3,4.4,188,Calgary,$,,
244,Beebop Doughnut Shop,https://www.doordash.com/store/1957457/?pickup=false,0.8,4.7,180,Calgary,$$,,
245,Home & Away,https://www.doordash.com/store/946995/?pickup=false,0.3,4.6,298,Calgary,$$,European,Italian
246,Purple Perk,https://www.doordash.com/store/934196/?pickup=false,0.9,4.5,142,Calgary,$$,,
247,Vera's Burger Shack,https://www.doordash.com/store/2207036/?pickup=false,0.3,4.4,186,Calgary,$,,
248,Yummy Q,https://www.doordash.com/store/764599/?pickup=false,1.2,4.7,262,Calgary,$$,,
249,Meshi,https://www.doordash.com/store/443115/?pickup=false,0.6,4.7,670,Calgary,$$,East Asian,Japanese
250,Kawa Espresso Bar,https://www.doordash.com/store/1452259/?pickup=false,0.9,4.9,131,Calgary,$$,,
251,Bincho Izakaya,https://www.doordash.com/store/556811/?pickup=false,0.9,4.5,280,Calgary,$$,East Asian,Japanese
252,Butterchick,https://www.doordash.com/store/2531050/?pickup=false,0.8,3.5,123,Calgary,$,South Asian,Indian
253,Briggs Kitchen and Bar,https://www.doordash.com/store/99780/?pickup=false,0.3,4.4,80,Calgary,$$,,
254,La Mano,https://www.doordash.com/store/1715493/?pickup=false,0.5,4.8,143,Calgary,$$,European,Italian
255,CHUNK'D Cookies,https://www.doordash.com/store/22967470/?pickup=false,1.2,5,29,Calgary,$$,,
256,Wok Box,https://www.doordash.com/store/1864944/?pickup=false,0.6,4,192,Calgary,$,East Asian,Asian
257,Chewgurt Yummy,https://www.doordash.com/store/2414772/?pickup=false,1.3,4.7,144,Calgary,$$,East Asian,Chinese
258,Upten Pizza Planet,https://www.doordash.com/store/2650461/?pickup=false,0.15,4.5,50,Calgary,$$,European,Italian
259,Cafe MED Restaurant,https://www.doordash.com/store/1538312/?pickup=false,0.15,4.7,103,Calgary,$$,,
260,Snowcapz Cafe,https://www.doordash.com/store/1486283/?pickup=false,0.3,4.6,150,Calgary,$$,,
261,Poco Loco Pizza (4 Avenue SW),https://www.doordash.com/store/99693/?pickup=false,0.6,4.4,104,Calgary,$$,European,Italian
262,Burnin Bird,https://www.doordash.com/store/2445748/?pickup=false,0.7,4.2,28,Calgary,$$,,
263,Frutta Gala,https://www.doordash.com/store/1750455/?pickup=false,0.5,4.8,56,Calgary,$$,,
264,Bridgeland Liquor Store,https://www.doordash.com/convenience/store/2578784/?pickup=false,0.9,5,16,Calgary,$$,,
265,Green Chili - Fine Indian Cuisine,https://www.doordash.com/store/96084/?pickup=false,1.5,4.4,830,Calgary,$$,South Asian,Indian
266,Polly's Kitchen,https://www.doordash.com/store/2370534/?pickup=false,1.5,4.4,188,Calgary,$$,North American,Caribbean
267,Circle K,https://www.doordash.com/convenience/store/1731013/?pickup=false,0.15,4,33,Calgary,$$,,
268,Han's Restaurant,https://www.doordash.com/store/100236/?pickup=false,0.4,4.7,315,Calgary,$$,East Asian,Chinese
269,Dagu Rice Noodle å¤§éç±³çº¿,https://www.doordash.com/store/1385030/?pickup=false,0.4,4.8,125,Calgary,$$,East Asian,Chinese
270,Crepe Delicious,https://www.doordash.com/store/2850679/?pickup=false,0.6,4,22,Calgary,$,,
271,pure street food,https://www.doordash.com/store/2632375/?pickup=false,0.3,4.8,33,Calgary,$$,,
272,Cold Beer Liquor Store,https://www.doordash.com/store/1596415/?pickup=false,2.1,4.7,293,Calgary,$$,,
273,Original Joe's,https://www.doordash.com/store/1783871/?pickup=false,0.08,4.3,294,Calgary,$$,,
274,N9na,https://www.doordash.com/store/1080592/?pickup=false,0.5,4.1,63,Calgary,$$,,
275,Shawarma House,https://www.doordash.com/store/404023/?pickup=false,0.5,4.3,64,Calgary,$$,,
276,Pablo Cheese Tart,https://www.doordash.com/store/2862659/?pickup=false,1.7,4.7,55,Calgary,$$,,
277,KATSU 17,https://www.doordash.com/store/2479873/?pickup=false,0.8,4.7,51,Calgary,$$,East Asian,Korean
278,The Brewer's Apprentice,https://www.doordash.com/store/1449300/?pickup=false,0.4,4.7,83,Calgary,$$,,
279,Copper Branch,https://www.doordash.com/store/631559/?pickup=false,1.6,4.6,1500,Calgary,$$,,
280,Moon Korean BBQ,https://www.doordash.com/store/566900/?pickup=false,0.4,4.5,265,Calgary,$$,East Asian,Korean
281,Ha long Bay Vietnamese Cuisine,https://www.doordash.com/store/2040401/?pickup=false,0.2,4.2,1,Calgary,$$,Southeast Asian,Vietnamese
282,South Street Burger,https://www.doordash.com/store/2254813/?pickup=false,1.2,4.5,117,Calgary,$$,,
283,La Diperie,https://www.doordash.com/store/2267737/?pickup=false,1.2,4.4,118,Calgary,$$,,
284,Panago Pizza,https://www.doordash.com/store/1327435/?pickup=false,0.6,4.4,124,Calgary,$$,,
285,TOA Vietnamese Cuisine,https://www.doordash.com/store/364177/?pickup=false,0.6,4.7,158,Calgary,$$,Southeast Asian,Vietnamese
286,Kanpai Sushi on 8th,https://www.doordash.com/store/2373606/?pickup=false,0.9,4.6,47,Calgary,$$,East Asian,Japanese
287,Saffron Street,https://www.doordash.com/store/2488690/?pickup=false,0.3,4.6,83,Calgary,$$,South Asian,Indian
288,Shrub Bloom,https://www.doordash.com/store/1837083/?pickup=false,0.3,4.3,11,Calgary,$$,,
289,The Cat'n Fiddle Pub,https://www.doordash.com/store/101452/?pickup=false,1.6,4.4,178,Calgary,$$,,
290,Greenfish,https://www.doordash.com/store/23268269/?pickup=false,0.3,,1,Calgary,$$,East Asian,Japanese
291,Western Coffee Shop,https://www.doordash.com/store/99907/?pickup=false,0.8,4.4,273,Calgary,$$,,
292,Termeh Cafe Restaurant,https://www.doordash.com/store/1333871/?pickup=false,0.3,4.6,148,Calgary,$$,,
293,Spolumbo's Fine Foods,https://www.doordash.com/store/316748/?pickup=false,2.4,4.8,210,Calgary,$$,,
294,Cafe e-Rx,https://www.doordash.com/store/942868/?pickup=false,1.6,4.9,23,Calgary,$$,,
295,Singapore Sam's Vegetarian and Gluten-Free,https://www.doordash.com/store/1543382/?pickup=false,0.5,4.6,147,Calgary,$$,,
296,Wings & Things,https://www.doordash.com/store/1629437/?pickup=false,0.3,3.9,50,Calgary,$,North American,American
297,Burrito Bowl,https://www.doordash.com/store/2531038/?pickup=false,0.8,3.5,22,Calgary,$,,
298,Spring Roll Chalet,https://www.doordash.com/store/1036439/?pickup=false,0.6,4.6,36,Calgary,$$,Southeast Asian,Vietnamese
299,Calgary Shawarma,https://www.doordash.com/store/100072/?pickup=false,1.2,4.5,124,Calgary,$$,,
300,A&W Canada,https://www.doordash.com/store/1670766/?pickup=false,0.11,4.4,198,Calgary,$$,North American,Canadian
301,Burger Inn,https://www.doordash.com/store/100910/?pickup=false,0.6,4.6,499,Calgary,$,,
302,American Eclectic Burger,https://www.doordash.com/store/680003/?pickup=false,0.6,4.1,137,Calgary,$,North American,American
303,AGNI Fine Indian Cuisine,https://www.doordash.com/store/1607274/?pickup=false,1.3,4.6,119,Calgary,$$,South Asian,Indian
304,Deepak's Dhaba Indian Food & Market,https://www.doordash.com/store/2655641/?pickup=false,1.2,4.5,42,Calgary,$$,South Asian,Indian
305,Truedan Crescent Heights,https://www.doordash.com/store/1372122/?pickup=false,1.2,4.6,189,Calgary,$$,East Asian,Taiwanese
306,Canadian Pizza Unlimited,https://www.doordash.com/store/99536/?pickup=false,1.2,4.2,470,Calgary,$,,
307,Soleil Bistro & Bar,https://www.doordash.com/store/22990272/?pickup=false,0.6,4.6,14,Calgary,$$,European,French
308,Donair Station / Kabul Lounge,https://www.doordash.com/store/1764341/?pickup=false,0.8,3.2,59,Calgary,$$,Middle Eastern,Middle Eastern
309,Rodney's Oyster House,https://www.doordash.com/store/1958878/?pickup=false,0.4,4.7,28,Calgary,$$,,
310,Pizza & Fritou Chicken Downtown,https://www.doordash.com/store/173249/?pickup=false,0.15,4.1,279,Calgary,$,,
311,Another Wing By DJ Khaled,https://www.doordash.com/store/2430640/?pickup=false,0.3,4.4,30,Calgary,$,North American,American
312,SS106 Aperitivo Bar,https://www.doordash.com/store/99660/?pickup=false,1.1,4.5,1,Calgary,$$,European,Italian
313,Shawarma Knight,https://www.doordash.com/store/99749/?pickup=false,1.4,4.5,108,Calgary,$$,,
314,Soban Korean BBQ,https://www.doordash.com/store/178367/?pickup=false,0.4,4.5,144,Calgary,$$,East Asian,Korean
315,Big John's Pizza & Donairs,https://www.doordash.com/store/2836358/?pickup=false,0.9,4.3,13,Calgary,$$,European,Italian
316,European Bakery and Deli,https://www.doordash.com/store/100078/?pickup=false,0.6,4.7,102,Calgary,$$,,
317,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/99667/?pickup=false,0.6,4.5,386,Calgary,$$,,
318,Annabelle's Kitchen,https://www.doordash.com/store/1120314/?pickup=false,0.08,4.4,79,Calgary,$$,European,Italian
319,Wow Bao,https://www.doordash.com/store/23225156/?pickup=false,0.8,3.8,21,Calgary,$,East Asian,Chinese
320,Pita Basket,https://www.doordash.com/store/99597/?pickup=false,0.6,4.1,90,Calgary,$,Middle Eastern,Lebanese
321,Takori,https://www.doordash.com/store/23154661/?pickup=false,0.3,4,1,Calgary,$$,,
322,Rebel Wings,https://www.doordash.com/store/1629469/?pickup=false,0.3,3.9,33,Calgary,$,North American,American
323,Mucho Burrito,https://www.doordash.com/store/882552/?pickup=false,0.3,4.2,189,Calgary,$,North American,Mexican
324,Luxor Emporium Cafe,https://www.doordash.com/store/99978/?pickup=false,0.9,5,1,Calgary,$$,,
325,Jusfruit Bridgeland,https://www.doordash.com/store/2620922/?pickup=false,1.1,2,1,Calgary,$,,
326,Pearl House Cafe,https://www.doordash.com/store/99984/?pickup=false,0.4,4.2,11,Calgary,$$,,
327,The Landing Group,https://www.doordash.com/store/426370/?pickup=false,0.5,4,23,Calgary,$$,,
328,O-My Kimbap & O-My Snow,https://www.doordash.com/store/23336068/?pickup=false,1.1,,1,Calgary,$$,East Asian,Korean
329,Drippin Sauce,https://www.doordash.com/store/1256713/?pickup=false,0.9,4.7,140,Calgary,$$,,
330,Kim Chi House,https://www.doordash.com/store/1048518/?pickup=false,0.4,4.6,196,Calgary,$$,East Asian,Japanese
331,Purdys Chocolatier,https://www.doordash.com/store/1222888/?pickup=false,0.4,5,15,Calgary,$$,,
332,Alley Burger,https://www.doordash.com/store/1488285/?pickup=false,0.6,4.5,37,Calgary,$$,,
333,The Ice Cream Shop By Ghost Kitchens,https://www.doordash.com/store/980545/?pickup=false,1.8,4.4,186,Calgary,$,,
334,MyMy Sub,https://www.doordash.com/store/23173274/?pickup=false,1.8,4.7,14,Calgary,$$,,
335,Smoke N BBQ,https://www.doordash.com/store/22984114/?pickup=false,0.4,3.6,1,Calgary,$$,,
336,The Bank and Baron Pub,https://www.doordash.com/store/100161/?pickup=false,0.09,3.8,1,Calgary,$$,,
337,Man vs Fries,https://www.doordash.com/store/1598712/?pickup=false,0.3,4.4,415,Calgary,$,,
338,New York Fries,https://www.doordash.com/store/1029186/?pickup=false,0.3,4.4,134,Calgary,$$,,
339,T2722 Barista YYC,https://www.doordash.com/store/2335551/?pickup=false,0.5,5,18,Calgary,$$,,
340,Metropolitan Grill,https://www.doordash.com/store/100228/?pickup=false,0.3,4.5,15,Calgary,$$,,
341,Jugo Juice,https://www.doordash.com/store/1008988/?pickup=false,0.4,4.3,77,Calgary,$$,,
342,Good Earth Coffeehouse,https://www.doordash.com/store/1779752/?pickup=false,0.6,4.6,61,Calgary,$$,,
343,MrBeast Burger,https://www.doordash.com/store/1507298/?pickup=false,0.6,3.9,340,Calgary,$,,
344,Petro Canada Convenience,https://www.doordash.com/convenience/store/2840597/?pickup=false,0.7,4.6,1,Calgary,$$,,
345,Sticky Wings,https://www.doordash.com/store/1608173/?pickup=false,0.3,4.4,15,Calgary,$,North American,American
346,Daydream Cafe,https://www.doordash.com/store/23143967/?pickup=false,0.6,,1,Calgary,$,,
347,Klein & Harris,https://www.doordash.com/store/99821/?pickup=false,0.11,4.7,98,Calgary,$$,,
348,Black salt Bistro,https://www.doordash.com/store/23415600/?pickup=false,1.4,,1,Calgary,$$,,
349,Niko's Pizza,https://www.doordash.com/store/99703/?pickup=false,1.2,4.8,1200,Calgary,$$,European,Italian
350,Monki Breakfast Club & Bistro,https://www.doordash.com/store/774379/?pickup=false,1.2,4.4,2300,Calgary,$$,,
351,Great Taste Chinese Restaurant,https://www.doordash.com/store/99850/?pickup=false,0.5,4.5,4200,Calgary,$$,East Asian,Chinese
352,Wakado Ramen,https://www.doordash.com/store/888002/?pickup=false,0.8,4.8,2100,Calgary,$,East Asian,Japanese
353,Khao San Thai Kitchen,https://www.doordash.com/store/338256/?pickup=false,1.4,4.7,2800,Calgary,$$,Southeast Asian,Thai
354,ZCREW Cafe,https://www.doordash.com/store/971718/?pickup=false,0.4,4.8,1100,Calgary,$$,,
355,Meat & Bread,https://www.doordash.com/store/163549/?pickup=false,0.11,4.6,296,Calgary,$$,,
356,Vendome,https://www.doordash.com/store/99712/?pickup=false,1.2,4.5,1300,Calgary,$$,North American,American
357,Menyatai,https://www.doordash.com/store/100116/?pickup=false,1.4,4.7,1100,Calgary,$$,East Asian,Japanese
358,MR. LU Japanese Street Food,https://www.doordash.com/store/720805/?pickup=false,0.6,4.6,344,Calgary,$$,East Asian,Japanese
359,Nellies Break The Fast Cafe (7 Ave),https://www.doordash.com/store/567080/?pickup=false,1,3.9,451,Calgary,$$,,
360,Peppino (Kensington),https://www.doordash.com/store/93966/?pickup=false,1.3,4.8,1000,Calgary,$$,,
361,Grumans Catering and Delicatessen,https://www.doordash.com/store/100140/?pickup=false,0.2,4.7,1300,Calgary,$$,,
362,First Avenue Corner Store,https://www.doordash.com/store/802875/?pickup=false,1,4.8,530,Calgary,$$,East Asian,Japanese
363,Golden Inn,https://www.doordash.com/store/99832/?pickup=false,0.5,4.5,275,Calgary,$$,East Asian,Chinese
364,Thai Bistro,https://www.doordash.com/store/93160/?pickup=false,0.4,4.5,2400,Calgary,$$,Southeast Asian,Asian
365,Rajdoot Restaurant,https://www.doordash.com/store/99785/?pickup=false,0.8,4.4,1900,Calgary,$$,South Asian,Indian
366,Phil's Restaurants,https://www.doordash.com/store/1196895/?pickup=false,1.2,4.5,376,Calgary,$$,,
367,Bagelino's,https://www.doordash.com/store/99751/?pickup=false,0.7,4.4,351,Calgary,$,,
368,SaVeg Cafe,https://www.doordash.com/store/1039717/?pickup=false,0.6,4.7,397,Calgary,$$,East Asian,Korean
369,Mondays Plant Cafe,https://www.doordash.com/store/90851/?pickup=false,0.8,4.8,120,Calgary,$$,European,Italian
370,PB and J YYC,https://www.doordash.com/store/839444/?pickup=false,1.2,4.7,421,Calgary,$$,,
371,Cucina,https://www.doordash.com/store/259854/?pickup=false,0.4,4.2,125,Calgary,$$,European,Italian
372,Shijo Sushi (12th St NW),https://www.doordash.com/store/243316/?pickup=false,1.3,4.7,590,Calgary,$$,East Asian,Japanese
373,Foreign Concept,https://www.doordash.com/store/904769/?pickup=false,0.17,4.7,213,Calgary,$$,East Asian,Asian
374,Chicago Deep Dish Pizza,https://www.doordash.com/store/99917/?pickup=false,0.6,4.3,1100,Calgary,$$,European,Italian
375,Presotea,https://www.doordash.com/store/669578/?pickup=false,0.7,4.7,1500,Calgary,$$,,
376,Japanese Village,https://www.doordash.com/store/316693/?pickup=false,0.3,4.4,294,Calgary,$$,East Asian,Japanese
377,The Living Room,https://www.doordash.com/store/217988/?pickup=false,0.6,4.2,105,Calgary,$$,,
378,Thai Sa-On Restaurant,https://www.doordash.com/store/316651/?pickup=false,0.4,4.5,173,Calgary,$$,Southeast Asian,Thai
379,Con Mi Taco,https://www.doordash.com/store/951498/?pickup=false,0.11,4.5,340,Calgary,$$,North American,Mexican
380,Taste of Korea,https://www.doordash.com/store/439731/?pickup=false,1.2,4.6,530,Calgary,$$,East Asian,Korean
381,Bubble Waffle Cafe é¸¡èä»,https://www.doordash.com/store/785431/?pickup=false,0.4,4.7,372,Calgary,$$,East Asian,Chinese
382,One18 Empire,https://www.doordash.com/store/178410/?pickup=false,0.06,4.1,72,Calgary,$$,,
383,Koi,https://www.doordash.com/store/100155/?pickup=false,0.17,4.2,196,Calgary,$$,East Asian,Japanese
384,Jia Jia Asian Street Food & Bar,https://www.doordash.com/store/1482852/?pickup=false,1.1,4.8,475,Calgary,$$,,
385,Cafe Alchemist,https://www.doordash.com/store/952931/?pickup=false,0.2,4.9,197,Calgary,$$,,
386,Dirtbelly,https://www.doordash.com/store/1039727/?pickup=false,0.2,5,1,Calgary,$$,,
387,Greenbottle Korean Street Food,https://www.doordash.com/store/1012408/?pickup=false,1,4.2,94,Calgary,$$,East Asian,Korean
388,Rose Garden Thai Restaurant,https://www.doordash.com/store/100001/?pickup=false,0.09,4.6,173,Calgary,$$,Southeast Asian,Thai
389,Raw by Robyn,https://www.doordash.com/store/2457477/?pickup=false,0.3,4.6,26,Calgary,$$,,
390,Indian Kitchen Vegetarian and Vegan Restaurant,https://www.doordash.com/store/841028/?pickup=false,0.8,4.3,101,Calgary,$$,South Asian,Indian
391,Japanese Cuisine Daruma,https://www.doordash.com/store/100243/?pickup=false,0.9,4.5,221,Calgary,$$,East Asian,Japanese
392,R Cafe Calgary,https://www.doordash.com/store/973921/?pickup=false,0.5,4.8,55,Calgary,$$,,
393,Phil & Sebastian Coffee + Hoopla Donuts,https://www.doordash.com/store/1480088/?pickup=false,1,4.6,271,Calgary,$$,,
394,Royal India Cuisine,https://www.doordash.com/store/100030/?pickup=false,0.02,4.4,245,Calgary,$$,South Asian,Indian
395,Kam Han Szechuan House,https://www.doordash.com/store/178398/?pickup=false,1.1,4.5,356,Calgary,$$,East Asian,Chinese
396,Espresso Cafe,https://www.doordash.com/store/316795/?pickup=false,1.2,4.1,58,Calgary,$$,,
397,Izumikitchen and Bar,https://www.doordash.com/store/782381/?pickup=false,0.9,4.7,108,Calgary,$$,East Asian,Korean
398,HANKOOK CHICKEN,https://www.doordash.com/store/2095061/?pickup=false,0.9,4.6,76,Calgary,$$,East Asian,Korean
399,Ariya Burmese Foods,https://www.doordash.com/store/919433/?pickup=false,1.6,4.9,29,Calgary,$$,Southeast Asian,Burmese
400,Pizza Italiano,https://www.doordash.com/store/99668/?pickup=false,0.15,4.5,32,Calgary,$$,European,Italian
401,Carino,https://www.doordash.com/store/891241/?pickup=false,0.9,4.8,371,Calgary,$$,European,Italian
402,Yara Flowers,https://www.doordash.com/store/2561628/?pickup=false,0.6,4.6,11,Calgary,$$,,
403,Whollygreen,https://www.doordash.com/store/339870/?pickup=false,1.6,4.9,44,Calgary,$$,,
404,Winebar Kensington,https://www.doordash.com/store/662602/?pickup=false,1.2,4.4,66,Calgary,$$,,
405,Munchies & Smoke Convenience Store,https://www.doordash.com/store/851054/?pickup=false,0.11,4.5,177,Calgary,$$,,
406,Ssome Pocha,https://www.doordash.com/store/316756/?pickup=false,1,4.8,113,Calgary,$$,East Asian,Korean
407,Meet The Greek,https://www.doordash.com/store/1004981/?pickup=false,0.6,4.1,17,Calgary,$$,,
408,Lunch Today,https://www.doordash.com/store/23229883/?pickup=false,0.3,,1,Calgary,$$,Southeast Asian,Vietnamese
409,Kingfisher Seafood & Tonkatsu,https://www.doordash.com/store/99649/?pickup=false,0.4,4.7,40,Calgary,$$,,
410,Ruth's Chris Steak House,https://www.doordash.com/store/1554425/?pickup=false,0.02,4.4,147,Calgary,$$,,
411,Anatolia Turkish Cuisine,https://www.doordash.com/store/179815/?pickup=false,0.2,4.2,210,Calgary,$$,Middle Eastern,Turkish
412,Sugarmarmalade,https://www.doordash.com/store/1691891/?pickup=false,1.2,4.3,158,Calgary,$$,,
413,La Cantina,https://www.doordash.com/store/99766/?pickup=false,0.8,4.5,54,Calgary,$$,European,Italian
414,Guilin Noodles,https://www.doordash.com/store/350340/?pickup=false,0.4,4.7,364,Calgary,$$,East Asian,Chinese
415,Eats of Asia,https://www.doordash.com/store/186117/?pickup=false,1.6,4.5,80,Calgary,$$,East Asian,Japanese
